PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME
1626260,Levi Randolph,1610612739,Cavaliers
1626261,Michael Holyfield,1610612763,Grizzlies
1626262,Coty Clarke,1610612738,Celtics
1626263,Shannon Scott,1610612761,Raptors
1626266,JJ O'Brien,1610612749,Bucks
1626269,Denzel Livingston,1610612745,Rockets
1626270,Will Cummings,1610612745,Rockets
1626271,Kyle Casey,1610612756,Suns
1626272,Lazeric Jones,1610612763,Grizzlies
1626273,Marcelo Huertas,1610612747,Lakers
1626275,Travis Trice II,1610612752,Knicks
1626276,Darion Atkins,1610612752,Knicks
1626279,Jason Washburn,1610612766,Hornets
1626280,Sam Thompson,1610612766,Hornets
1626281,Jon Horford,1610612749,Bucks
1626285,Kleon Penn,1610612750,Timberwolves
1626288,Joshua Smith,1610612745,Rockets
